DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbComp,Internet,NbSmartPhone,HouseType,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,TripPurpose,TypeCommune,frequency,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,Choice,InVehicleTime,ModeToSchool,ReportedDuration,age,Weight
4,2,71,28,5,14.0,2.56,19,4,2,2,2,1,1,1,1,7,5,1,1972,2,3,1,3,3,2,2,2,2,2,1,14.0,3,4,4,1,4,1,1,2,3,24.0,1,38,5,25,38,0.000967286
5,2,67,18,15,11.0,2.49,21,4,2,2,2,1,1,1,1,7,5,1,1972,2,3,1,3,3,2,2,2,2,2,1,11.0,-1,4,4,1,4,1,1,2,3,25.0,1,34,5,25,38,0.000967286
1,0,46,32,0,6.2,1.03,16,4,2,2,0,1,1,1,1,5,6,1,1969,2,3,1,1,6,1,2,2,2,2,1,3.1,2,4,4,2,4,2,2,4,3,9.1,1,14,3,10,41,0.000109132
1,0,46,32,0,6.2,1.03,16,4,2,2,0,1,1,1,1,5,6,1,1969,2,3,1,1,6,1,2,2,2,2,1,3.1,2,4,4,2,4,2,2,4,3,9.1,1,14,3,10,41,0.000109132
8,1,117,70,8,14.4,3.01,35,4,2,1,0,1,1,0,1,5,3,2,1975,1,3,5,2,6,1,2,2,2,2,1,7.2,3,4,4,4,1,3,2,2,3,28.2,1,39,5,-1,35,0.000232084
6,0,39,32,0,3.4,0.78,11,4,2,2,1,1,1,0,1,7,4,2,1969,2,3,2,5,4,2,2,2,2,2,1,3.4,3,4,4,1,4,-1,-1,3,3,7.6,1,7,4,10,41,9.82e-05
1,3,160,95,7,21.8,3.39,40,2,0,2,0,2,1,0,2,1,5,1,1979,2,2,1,6,3,2,2,2,2,2,1,21.8,-1,4,4,4,3,3,2,3,3,32.8,1,58,3,40,31,0.000967286
1,4,168,24,5,38.8,7.79,72,2,0,2,0,2,1,0,2,1,5,1,1979,2,2,1,6,3,2,2,2,2,2,1,38.8,1,4,4,2,3,3,2,3,3,85.0,1,139,3,70,31,0.000967286
1,3,237,23,33,81.4,0.94,13,2,0,2,0,2,1,0,2,4,5,2,1980,2,2,1,8,6,2,2,2,2,2,1,81.4,2,4,4,2,4,2,1,3,3,8.5,1,181,5,10,30,0.000232084
1,3,237,23,33,81.4,0.94,13,2,0,2,0,2,1,0,2,4,5,2,1980,2,2,1,8,6,2,2,2,2,2,1,81.4,1,4,4,2,4,2,1,3,3,8.5,1,181,5,4,30,0.000232084
8,2,106,39,15,10.8,1.99,25,2,0,2,0,2,1,1,1,0,4,2,1985,2,2,2,6,5,2,2,2,2,2,1,10.8,-1,4,4,3,3,2,1,3,3,19.2,1,52,2,30,25,0.000232084
1,2,76,30,8,6.2,1.61,23,2,0,2,0,2,1,1,1,0,4,2,1985,2,2,2,6,5,2,2,2,2,2,1,6.2,1,4,4,2,3,2,1,3,3,15.3,1,38,2,20,25,0.000232084
1,2,281,43,51,77.8,17.91,194,4,2,1,1,2,1,0,1,7,4,1,1971,2,3,1,6,6,2,2,1,2,2,2,0.0,1,4,4,4,4,1,1,4,3,189.2,0,187,4,164,39,0.000258025
1,2,281,43,51,77.8,17.91,194,4,2,1,1,2,1,-1,1,7,4,1,1971,2,3,1,6,6,2,2,1,2,2,2,0.0,1,4,4,4,4,1,1,4,3,189.2,0,187,4,158,39,0.000258025
4,3,95,21,14,24.4,4.21,52,2,0,2,1,2,1,0,1,15,4,2,1965,2,2,2,6,4,2,2,2,2,2,1,24.4,3,4,4,1,3,2,1,3,3,45.0,1,60,4,-1,45,9.82e-05
1,2,90,27,16,8.6,0.81,11,2,0,2,0,2,1,0,2,3,6,1,1949,2,3,1,1,7,1,2,2,2,2,1,4.3,2,4,4,2,2,3,3,4,3,7.5,1,47,3,10,61,0.000160139
11,2,110,48,16,13.0,1.61,24,2,0,2,0,2,1,0,2,3,6,1,1949,2,3,1,1,7,1,2,2,2,2,1,6.5,3,4,4,3,2,3,3,4,3,14.8,1,46,3,35,61,0.000160139
4,2,56,12,16,6.2,1.34,19,2,0,1,0,1,1,0,1,36,2,2,1952,2,2,1,5,2,2,2,2,2,2,1,6.2,3,4,4,2,1,1,3,4,3,12.7,1,28,4,25,58,0.001472131
1,1,57,17,8,6.2,1.75,23,4,0,1,0,1,1,0,1,12,3,1,1963,2,3,1,6,3,2,1,2,2,2,1,0.0,1,4,4,3,1,2,2,4,3,16.1,0,32,4,55,47,0.000409116
1,2,79,20,16,11.2,0.84,12,4,2,2,-1,3,1,-1,2,4,4,1,1976,2,3,1,1,3,2,2,2,2,2,-1,11.2,2,4,4,2,4,2,1,3,3,7.5,1,43,4,10,34,0.000967286
1,2,81,22,16,11.2,0.57,8,4,2,2,-1,3,1,-1,2,4,4,1,1976,2,3,1,1,3,2,2,2,2,2,-1,11.2,1,4,4,2,4,2,1,3,3,4.6,1,43,4,10,34,0.000967286
1,2,99,20,36,11.2,0.77,10,4,2,2,-1,3,1,-1,2,4,4,1,1976,2,3,1,1,3,2,2,2,2,2,-1,11.2,1,4,4,2,4,2,1,3,3,7.0,1,43,4,15,34,0.000967286
4,0,27,12,0,4.0,0.69,10,4,2,2,-1,2,1,-1,2,4,4,2,1981,2,3,6,8,3,2,2,2,2,2,1,4.0,3,4,4,1,4,2,1,3,3,6.7,1,15,5,-1,29,0.00087004
8,0,9,8,0,3.0,0.05,0,4,2,2,-1,2,1,-1,2,4,4,2,1981,2,3,6,8,3,2,2,2,2,2,1,3.0,3,4,4,1,4,2,1,3,3,0.5,2,1,5,-1,29,0.00087004
1,2,82,12,16,11.0,0.97,14,2,0,1,0,1,1,0,1,32,4,1,1949,2,2,1,6,3,2,2,2,2,2,1,11.0,2,4,4,2,4,1,1,3,3,10.0,1,54,5,10,61,0.000409116
1,2,82,12,16,11.0,0.97,14,2,0,1,0,1,1,0,1,32,4,1,1949,2,2,1,6,3,2,2,2,2,2,1,11.0,1,4,4,2,4,1,1,3,3,10.0,1,54,5,10,61,0.000409116
8,0,44,25,0,6.2,1.28,18,2,0,1,0,1,1,0,1,32,4,1,1949,2,2,1,6,3,2,2,2,2,2,1,6.2,3,4,4,2,4,1,1,3,3,12.1,1,19,5,15,61,0.000409116
1,1,67,17,5,20.7,4.5,58,2,0,1,0,1,1,0,2,22,4,1,1957,2,3,1,6,3,2,2,1,2,2,2,0.0,1,4,4,1,2,2,2,1,3,47.0,0,45,4,59,53,0.000409116
9,3,210,13,28,47.6,1.91,19,2,0,1,0,0,2,0,2,18,3,1,1946,2,2,1,6,2,2,2,2,2,2,1,47.6,3,4,4,1,2,2,2,1,3,18.0,1,169,4,30,64,0.001636675
9,3,210,12,28,47.6,1.91,19,2,0,1,0,0,2,0,2,18,3,2,1948,2,2,2,3,3,1,2,2,2,2,2,23.8,3,4,4,1,1,1,3,4,3,18.0,1,170,4,30,62,0.000367986
4,6,309,30,33,116.8,29.96,200,2,0,2,1,1,1,1,1,20,4,1,1957,2,2,1,3,3,2,2,2,2,2,1,116.8,3,4,4,2,2,1,1,4,3,282.0,1,246,2,215,53,0.000409116
4,0,58,36,0,8.0,1.28,19,2,0,2,1,1,1,1,1,20,4,2,1959,2,2,6,8,3,2,2,2,2,2,1,8.0,3,4,4,2,2,1,1,3,3,11.9,1,22,4,20,51,0.000367986
4,0,26,19,0,4.0,0.51,8,2,-1,1,-1,1,1,-1,1,27,3,2,1945,2,2,9,6,3,1,2,2,2,2,1,2.2,3,4,4,1,-1,-1,-1,4,3,4.9,0,7,5,17,65,0.000288998
-1,0,26,19,0,4.0,0.51,8,2,-1,1,-1,1,1,-1,1,27,3,1,1941,2,2,9,6,3,1,2,2,2,2,1,2.2,3,4,4,1,-1,-1,-1,3,3,4.9,1,7,4,-1,69,0.0003213
3,3,144,53,8,28.4,7.04,57,4,0,2,0,3,1,0,-1,12,-1,1,1991,1,6,8,8,2,1,2,2,2,2,3,14.2,1,4,4,2,2,2,3,1,3,69.0,0,83,4,123,19,0.002440844
4,0,109,82,0,9.2,1.72,30,4,-1,2,-1,-1,1,0,1,13,6,2,1954,1,3,6,8,3,2,2,2,2,2,1,9.2,3,4,4,4,1,2,3,3,3,15.41,1,27,4,43,56,0.000367986
3,3,144,52,8,28.4,7.04,57,4,0,2,0,3,1,0,1,13,-1,1,1993,1,6,8,8,2,2,2,2,1,2,3,0.0,1,4,4,2,1,1,2,1,3,69.0,0,84,4,109,17,0.002440844
4,0,62,46,0,5.6,0.84,10,2,0,1,0,0,2,0,1,35,5,1,1937,2,2,9,8,4,1,2,2,2,2,1,2.8,3,4,2,2,-1,-1,-1,3,3,6.0,1,16,-1,10,73,8.57e-05
1,0,193,61,0,24.2,6.71,92,3,0,1,0,2,1,1,1,23,4,1,1952,2,3,1,6,3,1,2,2,2,2,1,12.1,-1,4,2,6,3,2,2,3,3,73.74,1,132,4,88,58,0.000409116
1,0,61,50,0,6.4,0.61,8,3,0,1,0,2,1,1,1,23,4,2,1959,2,3,2,7,2,1,2,2,2,2,1,3.2,2,4,2,2,2,2,2,3,3,5.0,1,11,4,9,51,0.001472131
1,0,39,32,0,3.0,0.5,6,3,1,2,0,2,1,0,1,1,6,1,1975,2,3,1,1,6,2,2,2,2,2,1,3.0,1,4,2,2,4,1,1,1,3,3.4,1,7,5,10,35,0.000258025
10,6,241,54,41,59.4,15.27,169,4,2,1,1,2,1,1,2,8,4,2,1973,2,3,2,6,3,1,1,2,1,2,2,29.7,3,4,2,2,4,1,2,3,3,164.0,1,146,4,155,37,0.00087004
4,0,46,34,0,5.6,0.51,6,2,0,1,0,1,1,0,1,5,3,1,1947,2,2,9,6,3,2,2,2,2,2,-1,5.6,3,4,2,2,-1,-1,-1,4,3,4.0,1,12,5,25,63,0.000409116
4,0,63,59,0,5.2,0.54,8,2,0,1,0,1,1,0,1,5,3,2,1952,2,5,6,6,2,1,2,2,2,2,2,2.6,3,4,2,2,1,2,2,4,3,4.0,1,4,5,30,58,0.001472131
1,6,189,46,10,64.0,16.93,178,4,2,2,0,4,1,1,1,10,5,1,1963,2,3,1,6,6,1,2,2,2,2,1,32.0,1,4,2,2,1,3,2,4,3,180.0,0,133,4,168,47,0.000109132
9,1,82,56,7,4.4,0.92,13,4,2,2,0,4,1,1,1,10,5,1,1963,2,3,1,6,6,1,2,2,2,2,1,2.2,3,4,2,2,1,3,2,4,3,6.5,1,19,4,25,47,0.000109132
11,0,29,23,0,3.0,0.45,6,1,0,2,0,1,1,0,1,5,4,2,1962,2,4,5,1,3,2,2,2,2,2,1,3.0,3,4,2,1,3,1,1,3,3,3.0,1,6,5,10,48,0.000367986
4,0,40,33,0,3.4,0.43,6,1,0,2,0,1,1,0,1,5,4,2,1962,2,4,5,1,3,2,2,2,2,2,1,3.4,3,4,2,1,3,1,1,3,3,3.0,1,7,5,-1,48,0.000367986
1,3,67,8,10,21.6,4.44,54,2,-1,2,1,1,1,-1,1,34,1,1,1942,2,2,9,5,3,2,2,2,2,2,1,21.6,1,4,2,1,4,-1,-1,1,3,46.0,1,49,5,50,68,0.0003213
1,1,109,50,4,31.0,11.0,129,5,3,1,1,1,1,1,1,13,5,1,1965,2,3,1,3,6,2,2,2,1,2,2,0.0,1,4,2,2,2,3,-1,4,3,116.0,0,55,3,91,45,0.000109132
10,0,20,5,0,4.0,0.63,8,4,2,2,-1,1,1,-1,1,4,3,1,1977,2,3,1,3,7,1,2,2,2,2,1,2.2,3,8,1,1,4,2,2,3,3,6.0,1,15,1,10,33,0.000378621
11,0,29,14,0,4.0,0.77,9,4,2,2,-1,1,1,-1,1,4,3,2,1981,2,3,2,3,6,2,2,2,2,2,1,4.0,3,8,1,1,3,2,1,3,3,6.5,1,15,3,10,29,0.000232084
4,1,127,81,4,19.2,3.72,37,1,0,1,0,0,2,0,1,20,1,2,1943,2,1,9,4,6,2,2,2,2,2,2,19.2,3,8,1,5,4,3,3,3,3,32.5,1,42,1,11,67,7.71e-05
11,4,159,21,53,25.0,1.5,21,1,0,1,0,0,2,0,1,20,1,2,1943,2,1,9,4,6,2,2,2,2,2,2,25.0,3,8,1,1,4,3,3,3,3,15.0,1,85,1,25,67,7.71e-05
4,0,36,11,0,8.0,1.3,16,1,-1,1,-1,1,2,-1,2,2,3,1,1980,1,1,1,1,6,1,2,2,2,2,1,4.0,3,8,1,2,3,2,-1,1,3,12.0,1,25,2,70,30,0.000258025
4,4,180,25,43,49.2,7.1,82,1,-1,1,-1,1,2,-1,2,2,3,1,1980,1,1,1,1,6,1,2,2,2,2,1,24.6,3,8,1,2,3,2,-1,1,3,66.0,1,112,2,60,30,0.000258025
4,0,69,32,0,14.8,2.06,25,3,1,1,0,1,1,-1,1,16,-1,2,1964,1,3,3,6,3,1,2,2,2,2,1,7.4,3,8,1,3,4,2,3,3,3,18.3,1,37,5,21,46,0.000367986
8,0,41,38,0,3.0,0.8,8,3,1,1,0,1,1,-1,1,16,-1,2,1964,1,3,3,6,3,1,2,2,2,2,1,2.2,3,8,1,2,4,2,3,3,3,7.0,1,3,5,7,46,0.000367986
9,1,107,64,9,17.2,2.17,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,17.2,3,8,1,4,-2,-2,-2,-2,3,20.0,1,34,-2,19,-1,7.71e-05
4,2,135,59,5,26.4,5.08,52,2,0,1,0,1,1,0,2,6,2,2,1964,2,4,2,6,3,2,2,2,2,2,1,26.4,3,8,1,4,3,2,2,4,3,50.5,1,71,5,70,46,0.000367986
9,0,22,20,0,0.0,0.08,0,4,2,2,1,2,1,1,1,18,5,2,1972,2,3,2,5,3,2,2,2,2,2,1,0.0,3,8,1,2,3,2,1,3,3,0.6,1,2,3,6,38,0.00087004
6,0,74,70,0,6.0,0.68,8,4,2,2,1,2,1,1,1,18,5,2,1972,2,3,2,5,3,2,2,2,2,2,1,6.0,3,8,1,2,3,2,1,3,3,6.0,1,4,3,10,38,0.00087004
8,0,43,13,0,12.4,1.92,24,4,2,2,1,2,1,1,1,18,5,2,1972,2,3,2,5,3,2,2,2,2,2,1,12.4,3,8,1,2,3,2,1,3,3,18.0,1,30,3,30,38,0.00087004
8,4,106,25,13,26.4,3.91,42,4,2,2,1,2,1,1,1,18,5,2,1972,2,3,2,5,3,2,2,2,2,2,1,26.4,3,8,1,2,3,2,1,3,3,39.0,1,68,3,60,38,0.00087004
3,2,82,33,5,18.4,2.86,38,4,2,2,1,2,1,1,1,18,5,2,1972,2,3,2,5,3,2,2,2,2,2,1,18.4,1,8,1,2,3,2,1,3,3,26.0,1,44,3,45,38,0.00087004
8,0,121,7,0,37.2,6.27,79,2,0,1,0,1,1,0,2,3,3,1,1953,2,2,1,7,3,2,2,2,2,2,1,37.2,3,8,1,6,3,2,1,4,3,57.5,0,114,5,95,57,0.000409116
1,2,132,64,2,15.2,5.11,53,6,4,2,0,1,1,0,1,2,3,2,1969,1,7,2,6,3,2,1,2,2,2,1,0.0,1,4,4,2,2,-1,-1,3,4,52.0,1,66,4,60,41,0.000367986
1,2,93,38,9,7.6,2.89,32,3,0,1,0,2,1,1,1,21,6,1,1957,1,3,1,3,7,2,2,1,2,2,1,0.0,1,4,4,2,1,3,4,3,4,26.0,0,46,2,69,53,0.000160139
9,0,78,46,0,7.6,2.54,33,2,0,1,0,2,1,1,1,33,6,1,1943,1,2,9,2,7,1,2,2,2,2,1,3.8,3,4,4,2,1,2,1,3,4,21.0,0,32,2,33,67,0.000125765
1,0,86,52,0,7.6,2.36,28,2,0,1,0,1,1,-1,-1,2,5,1,1945,1,3,9,2,3,1,2,2,1,2,1,3.8,1,4,4,2,-1,-1,-1,4,4,22.0,0,34,5,30,65,0.0003213
4,0,75,44,0,7.6,2.48,30,2,0,2,0,2,1,0,1,31,3,2,1946,1,3,9,3,2,1,2,2,2,2,1,3.8,3,4,4,2,1,2,3,4,4,22.0,0,31,4,32,64,0.001472131
9,5,225,57,20,46.2,6.51,60,2,0,1,0,1,1,1,1,30,6,2,1948,1,2,2,2,7,1,2,2,2,2,1,23.1,-1,4,4,4,3,2,3,3,4,69.0,1,148,3,80,62,0.000144039
4,1,78,35,5,9.6,2.4,28,2,0,2,0,1,1,0,1,10,6,2,1944,1,7,9,-1,4,2,2,1,2,2,1,0.0,3,4,4,3,1,2,3,3,4,17.7,0,38,4,42,66,7.71e-05
10,3,110,48,11,7.6,1.92,25,2,0,2,0,1,1,0,1,33,6,1,1933,1,7,9,-1,6,2,2,1,2,2,1,0.0,3,4,4,2,3,2,2,4,4,17.5,0,51,4,99,77,8.57e-05
8,2,50,17,10,3.8,0.97,10,2,0,2,0,3,1,0,1,24,6,1,1940,1,2,9,1,7,1,2,2,2,2,1,2.2,3,4,4,1,3,2,3,3,4,9.5,1,23,5,15,70,0.000125765
2,2,56,22,5,3.8,1.49,17,2,0,1,1,2,1,0,1,28,5,1,1956,1,2,1,3,7,1,2,2,2,2,1,2.2,1,4,4,1,2,-1,-1,4,4,13.0,1,29,4,25,54,0.000160139
9,2,90,47,1,7.6,3.34,38,3,0,1,0,2,1,0,1,30,3,1,1938,1,3,9,2,7,2,2,1,2,2,1,0.0,3,4,4,2,2,2,4,2,4,29.0,0,42,3,80,72,0.000125765
7,5,303,44,23,116.4,36.48,199,3,0,1,0,2,1,0,1,30,3,1,1938,1,3,9,2,7,2,2,1,2,2,1,0.0,3,4,4,2,2,2,4,2,4,302.0,0,236,3,375,72,0.000125765
10,0,62,26,0,7.6,2.21,29,2,0,2,0,2,1,-1,1,28,6,1,1947,1,2,9,-1,3,1,2,2,2,2,1,3.8,3,4,4,2,1,2,2,3,4,20.5,0,36,5,46,63,0.000409116
4,0,60,26,0,7.6,2.21,29,2,0,2,0,2,1,0,1,28,6,2,1948,1,2,9,-1,7,1,2,2,2,2,1,3.8,3,4,4,2,3,-1,3,3,4,20.5,0,34,1,40,62,0.000144039
1,3,161,63,11,40.0,7.69,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,40.0,1,4,4,2,-1,-1,-1,-1,4,80.0,1,87,-1,75,-1,0.000367986
1,4,165,55,21,40.0,7.69,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,40.0,1,4,4,2,-1,-1,-1,-1,4,80.0,1,89,-1,70,-1,0.00087004
10,2,144,82,12,7.6,3.74,43,1,0,1,0,2,1,0,1,26,4,1,1943,1,1,9,6,3,2,2,2,2,2,1,7.6,3,4,4,2,1,2,2,3,4,34.0,1,50,4,55,67,0.0003213
10,4,127,55,11,16.8,2.87,36,1,0,1,0,2,1,0,1,26,4,1,1943,1,1,9,6,3,2,2,2,2,2,1,16.8,3,4,4,2,1,2,2,3,4,25.5,1,61,4,60,67,0.0003213
9,2,60,20,10,3.8,2.46,21,5,3,1,0,3,1,0,1,11,6,2,1969,1,3,2,6,7,1,1,2,2,2,2,2.2,3,4,4,1,-1,-1,-1,3,4,25.0,1,30,5,15,41,0.000144039
1,1,112,69,10,9.6,2.92,29,5,1,3,0,3,1,4,1,11,6,1,1957,1,3,1,1,8,1,2,2,2,2,1,4.8,1,4,4,2,3,2,-1,3,4,26.5,1,33,5,245,53,0.000160139
1,2,113,58,1,7.6,2.05,27,3,1,2,0,5,1,1,1,10,6,1,1977,1,3,1,2,7,1,2,2,2,2,1,3.8,2,4,4,2,3,2,2,4,4,18.5,1,54,5,34,33,0.000378621
1,1,142,86,3,7.6,2.78,38,2,0,1,0,0,2,0,1,12,2,1,1937,1,2,1,8,-1,1,2,2,1,2,1,3.8,1,4,4,2,-1,-1,-1,2,4,25.0,1,53,4,50,73,8.57e-05
7,0,25,19,0,3.8,0.34,4,4,2,1,2,2,1,0,1,4,5,1,1965,1,3,1,6,6,1,2,2,2,2,1,2.2,3,4,4,1,2,4,-1,4,4,2.0,2,6,5,10,45,0.000109132
4,0,73,39,0,7.6,2.52,34,4,2,1,0,2,1,0,1,4,5,2,1966,2,3,2,8,4,1,2,2,2,2,1,3.8,3,4,4,2,4,1,1,3,4,22.0,1,34,5,40,44,9.82e-05
4,0,50,43,0,3.8,0.58,8,4,0,4,1,4,1,5,1,13,-1,2,1952,1,3,2,6,4,1,2,2,2,2,1,2.2,3,4,4,1,-1,-1,3,3,4,4.5,1,7,5,10,58,9.82e-05
1,2,87,40,1,7.6,1.9,26,2,0,1,0,2,1,2,1,14,6,2,1967,1,2,1,3,4,1,2,2,1,2,2,3.8,1,4,4,2,2,2,2,4,4,16.5,0,46,5,75,43,9.82e-05
1,1,73,43,5,11.4,1.13,12,3,1,2,0,2,1,1,1,3,6,1,1974,1,3,2,2,7,1,2,2,1,2,1,5.7,2,4,4,3,3,2,2,3,4,11.0,1,25,3,35,36,0.000378621
8,5,200,76,49,17.2,5.19,66,3,1,2,0,2,1,1,1,3,6,2,1976,1,3,2,1,7,1,2,2,2,2,1,8.6,-1,4,4,4,1,4,1,3,4,46.5,1,75,2,63,34,0.000340556
2,4,118,34,19,7.6,3.25,38,3,1,2,0,2,1,1,1,3,6,2,1976,1,3,2,1,7,1,2,2,2,2,1,3.8,1,4,4,2,1,4,1,3,4,29.0,1,65,2,40,34,0.000340556
1,6,277,85,23,58.6,9.01,88,2,0,1,1,2,1,1,1,4,6,1,1962,1,7,1,1,7,1,2,2,2,2,1,29.3,-1,4,4,4,1,4,3,1,4,100.5,1,169,4,100,48,0.000160139
10,1,65,31,4,7.6,0.77,10,5,3,1,0,4,1,1,1,5,6,1,1968,2,3,1,2,7,1,2,2,2,2,1,3.8,3,4,4,2,4,2,-1,3,4,5.5,1,30,5,10,42,0.000160139
10,0,43,32,0,7.6,0.77,10,5,3,1,0,4,1,1,1,5,6,1,1968,2,3,1,2,7,1,2,2,2,2,1,3.8,3,4,4,2,4,2,-1,3,4,5.5,1,11,5,10,42,0.000160139
10,1,80,31,19,7.6,0.77,10,5,3,1,0,4,1,1,1,5,6,1,1968,2,3,1,2,7,1,2,2,2,2,1,3.8,3,4,4,2,4,2,-1,3,4,5.5,1,30,5,10,42,0.000160139
1,3,170,21,9,55.0,13.86,93,5,3,1,0,4,1,1,1,5,6,1,1968,2,3,1,2,7,1,2,2,2,2,1,27.5,1,4,4,1,4,2,-1,3,4,155.0,0,140,5,165,42,0.000160139
1,2,96,48,5,7.6,2.29,31,2,0,1,1,1,1,2,1,6,6,1,1963,1,2,1,3,4,1,2,2,1,2,1,3.8,1,4,4,2,1,2,2,3,4,18.5,0,43,6,51,47,0.000109132
9,0,59,27,0,7.6,2.05,28,2,0,1,1,1,1,2,1,6,6,1,1963,1,2,1,3,4,1,2,2,1,2,1,3.8,3,4,4,3,1,2,2,3,4,16.05,1,32,6,45,47,0.000109132
1,0,86,52,0,7.6,2.39,34,4,2,0,0,1,1,0,1,6,5,2,1973,1,3,2,2,6,1,2,2,2,2,2,3.8,2,4,4,2,2,3,4,4,4,19.5,0,34,3,51,37,0.000232084
9,0,43,14,0,7.6,1.86,25,2,1,1,0,1,1,1,1,6,4,2,1969,1,4,2,6,4,1,2,2,2,2,2,3.8,3,4,4,2,3,2,2,3,4,16.0,0,29,5,40,41,9.82e-05
7,6,278,43,44,94.6,18.94,133,4,2,0,0,2,1,0,2,1,3,2,1972,1,3,6,8,3,2,2,1,2,2,3,0.0,3,4,4,2,3,2,-1,2,4,210.0,0,191,3,179,38,0.00087004
1,2,123,82,5,11.4,1.75,23,1,0,1,0,2,1,0,2,4,3,2,1962,1,1,2,8,6,1,2,2,2,2,1,5.7,2,4,4,3,3,2,3,3,4,13.0,1,36,5,35,48,9.82e-05
9,0,28,6,0,3.8,1.2,15,2,0,1,0,1,1,0,1,6,6,1,1940,1,2,9,1,3,1,2,2,1,2,1,2.2,3,4,4,1,1,3,2,1,4,11.0,0,22,4,22,70,0.0003213
9,0,28,6,0,3.8,1.2,15,2,0,1,0,1,1,0,1,6,6,1,1940,1,2,9,1,3,1,2,2,1,2,1,2.2,3,4,4,1,1,3,2,1,4,11.0,0,22,4,22,70,0.0003213
1,3,85,13,6,25.4,0.67,10,1,0,1,0,1,1,0,1,7,5,2,1959,1,1,2,6,6,2,1,2,2,2,1,0.0,1,4,4,1,4,-1,-1,3,4,5.0,0,66,4,71,51,9.82e-05
9,1,84,42,0,7.6,2.88,30,1,0,1,0,1,1,0,1,7,3,2,1961,1,1,2,6,7,1,2,2,1,2,1,3.8,3,4,4,2,3,-1,-1,1,4,19.0,0,42,5,80,49,0.000144039
9,1,92,71,0,7.6,2.88,30,1,0,1,0,1,1,0,1,7,3,2,1961,1,1,2,6,7,1,2,2,1,2,1,3.8,3,4,4,2,3,-1,-1,1,4,19.0,0,21,5,86,49,0.000144039
1,0,74,41,0,7.6,2.12,29,1,0,1,0,1,1,0,2,2,3,2,1977,1,1,1,6,3,1,2,2,1,2,1,3.8,1,4,4,2,2,2,3,3,4,18.0,0,33,4,71,33,0.00087004
9,1,89,64,10,7.6,0.93,13,1,0,1,0,1,1,0,2,2,3,2,1977,1,1,1,6,3,1,2,2,1,2,1,3.8,3,4,4,2,2,2,3,3,4,7.0,1,15,4,25,33,0.00087004
1,2,86,42,3,7.6,3.19,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,7.6,2,4,4,2,-1,-1,-1,-1,4,28.0,1,41,-1,48,-1,0.000409116
1,2,102,44,8,7.6,3.07,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,7.6,2,4,4,2,-1,-1,-1,-1,4,28.0,1,50,-1,44,-1,0.000367986
1,2,86,42,3,7.6,3.14,37,2,0,2,0,2,1,2,1,4,6,1,1965,1,7,1,3,4,1,2,2,2,2,1,3.8,2,4,4,2,4,2,2,4,4,28.0,1,41,4,44,45,0.000109132
1,4,189,83,25,11.4,3.48,40,2,0,2,0,2,1,2,1,4,6,1,1965,1,7,1,3,4,1,2,2,2,2,1,5.7,2,4,4,3,4,2,2,4,4,31.5,1,81,4,52,45,0.000109132
1,4,301,26,92,21.6,6.12,50,3,0,0,0,2,1,0,2,0,3,2,1957,1,4,1,6,3,1,2,2,2,1,3,10.8,2,4,4,2,2,-1,3,2,4,66.0,0,183,4,152,53,0.000367986
1,2,118,48,3,7.6,3.68,42,1,0,1,1,2,1,1,2,10,5,1,1966,1,1,1,3,7,1,2,2,2,2,1,3.8,1,4,4,2,3,2,2,1,4,34.0,1,67,4,40,44,0.000160139
1,2,152,72,4,15.2,3.95,54,2,0,2,1,2,1,0,1,25,1,1,1946,1,2,9,2,8,2,2,2,2,2,1,15.2,-1,4,4,4,2,2,2,3,4,33.5,1,76,5,54,64,0.000160139
7,7,268,110,60,23.4,5.41,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,23.4,3,4,4,5,-1,-1,-1,-1,4,51.5,1,98,-1,220,-1,0.000109132
1,3,226,110,13,32.4,7.3,72,2,0,2,0,1,1,0,1,-1,6,1,1965,1,5,1,6,4,1,2,2,2,2,1,16.2,2,4,4,3,2,3,3,3,4,80.0,1,103,5,95,45,0.000109132
1,1,84,54,0,7.6,1.34,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,7.6,1,4,4,2,-1,-1,-1,-1,4,10.0,1,30,-1,25,-1,0.000409116
