DestAct,NbTransf,NbHousehold,NbCar,NbMoto,NbComp,Internet,NbSmartPhone,HouseType,YearsInHouse,Income,Gender,Mothertongue,FamilSitu,OccupStat,SocioProfCat,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,TripPurpose,TypeCommune,frequency,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,Choice,ModeToSchool,age
4,2,2,2,0,3,1,3,1,30,6,2,2,2,6,8,5,2,2,2,2,2,1,3,4,1,2,3,2,2,4,1,14.0,1,4,58
4,1,2,1,0,1,1,0,1,35,2,1,2,2,9,3,7,2,2,2,2,2,1,3,4,1,1,2,2,1,4,1,8.0,1,7,73
4,1,2,1,0,1,1,0,1,35,2,1,2,2,9,3,7,2,2,2,2,2,1,3,4,1,1,2,2,1,4,1,8.0,1,7,73
1,4,4,2,0,1,1,0,1,6,5,2,2,3,2,3,3,2,2,2,2,2,1,1,4,1,2,3,1,2,3,1,23.0,1,4,34
4,0,2,0,0,1,1,0,1,6,2,2,2,2,9,6,3,1,2,2,2,2,2,3,4,1,2,1,3,2,3,1,2.0,1,4,63
4,0,2,0,0,1,1,0,1,6,2,2,2,2,9,6,3,1,2,2,2,2,2,3,4,1,2,1,3,2,3,1,3.0,1,4,63
1,3,4,2,0,3,1,1,1,7,6,1,2,3,1,3,4,2,2,2,2,2,1,2,4,1,2,4,3,2,3,1,21.0,1,4,38
1,6,4,2,0,3,1,1,1,7,6,1,2,3,1,3,4,2,2,2,2,2,1,2,4,1,2,4,3,2,3,1,21.0,1,4,38
1,3,4,2,0,2,1,0,1,5,6,2,2,3,2,2,7,2,2,2,2,2,1,-1,4,1,3,3,2,-1,3,1,15.6,1,5,43
4,0,4,2,0,2,1,0,1,5,6,2,2,3,2,2,7,2,2,2,2,2,1,-1,4,1,2,3,2,-1,3,1,5.5,1,5,43
11,5,4,2,0,2,1,0,1,5,6,1,2,3,1,2,7,2,2,2,2,2,1,3,4,1,3,3,1,1,3,1,65.5,1,3,37
4,0,4,2,0,2,1,0,1,5,6,1,2,3,1,2,7,2,2,2,2,2,1,3,4,1,2,3,1,1,3,1,3.1,1,3,37
4,0,1,1,0,1,2,0,1,5,2,2,2,1,9,8,6,2,2,2,2,2,1,3,4,1,1,3,2,-1,3,1,4.0,1,4,83
7,4,3,2,0,3,1,1,1,19,6,1,1,3,1,2,7,2,2,2,2,2,1,-1,4,1,3,3,2,2,4,1,72.0,1,2,57
7,4,4,2,-1,4,1,1,1,6,-1,1,2,6,8,6,2,1,2,2,2,2,2,3,4,1,2,3,1,2,1,1,22.0,0,4,21
3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,6,8,8,7,1,2,2,2,2,1,2,4,1,3,3,2,3,4,1,31.5,0,4,24
11,0,2,2,0,1,2,0,1,25,3,2,3,2,9,7,1,1,2,2,2,2,2,3,4,1,1,3,2,3,3,1,3.0,1,4,67
3,0,1,1,0,2,1,0,2,9,1,1,3,1,7,6,7,1,2,2,2,2,1,1,4,1,1,4,2,3,3,1,7.0,1,4,43
1,4,4,1,1,2,1,0,2,12,5,2,3,3,2,5,3,1,2,2,2,2,1,2,4,1,4,2,2,2,3,1,66.0,1,5,41
1,1,4,1,1,2,1,0,2,12,5,2,3,3,2,5,3,1,2,2,2,2,1,1,4,1,2,2,2,2,3,1,24.0,1,5,41
1,0,4,1,-1,3,1,1,1,22,6,2,2,1,1,6,7,2,2,1,2,2,2,1,9,1,1,3,2,2,4,1,11.0,0,2,29
2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,1,9,1,1,-2,-2,-2,-2,1,214.0,0,-2,-1
1,0,5,2,0,3,1,0,2,10,5,1,2,3,1,3,6,1,2,2,2,1,1,-1,9,1,4,3,2,2,3,1,19.6,1,8,40
8,2,5,2,0,3,1,0,2,10,5,2,2,3,6,8,6,1,2,2,2,2,1,3,9,1,2,3,2,2,2,1,15.5,1,5,38
4,3,5,2,0,3,1,0,2,10,5,2,2,3,6,8,6,1,2,2,2,2,1,3,9,1,2,3,2,2,2,1,52.0,1,5,38
8,0,5,2,0,3,1,0,2,10,5,2,2,3,6,8,6,1,2,2,2,2,1,3,9,1,2,3,2,2,2,1,15.5,1,5,38
9,2,5,2,0,3,1,0,2,10,5,2,2,3,6,8,6,1,2,2,2,2,1,3,9,1,2,3,2,2,2,1,14.5,1,5,38
4,1,1,1,0,1,1,0,1,36,2,1,2,7,9,3,4,2,2,2,2,2,1,3,9,1,4,4,2,1,4,1,23.0,1,4,68
7,3,4,1,-1,1,1,0,2,8,3,2,2,1,1,2,7,2,2,2,2,2,1,3,9,1,2,4,-1,-1,4,1,39.0,1,6,38
8,2,2,2,-1,-1,2,-1,1,72,3,1,2,2,9,5,4,2,2,2,2,2,1,3,9,1,4,-1,2,2,3,1,24.4,1,5,73
1,2,2,1,0,2,1,0,1,10,5,2,2,2,1,6,3,2,2,1,2,2,3,-1,8,1,4,1,2,2,1,1,33.1,0,4,52
10,3,2,1,0,2,1,0,1,10,5,1,1,1,9,4,4,2,2,2,2,2,1,3,8,1,3,1,2,1,2,1,130.5,0,2,64
8,6,6,2,0,2,1,2,1,4,6,1,3,3,1,1,7,1,2,2,2,2,1,-1,8,1,3,4,1,1,3,1,70.5,1,4,47
2,6,1,2,0,1,1,1,1,5,6,2,2,2,1,1,6,2,2,2,2,2,1,1,8,1,2,3,-1,3,1,1,43.0,1,4,56
1,6,2,2,2,1,1,2,1,3,5,2,2,2,2,6,4,2,2,2,2,2,1,1,8,1,2,3,2,2,4,1,71.0,1,4,58
1,0,2,1,0,0,2,0,1,47,2,1,-1,-1,5,-1,2,2,2,2,2,2,1,1,8,1,1,-1,-1,-1,4,1,2.5,0,-1,75
1,0,5,2,1,1,1,-1,1,7,4,2,2,3,2,6,3,1,2,2,2,2,1,1,7,1,2,3,2,2,3,1,5.0,1,-1,41
1,0,5,2,1,1,1,-1,1,7,4,2,2,3,2,6,3,1,2,2,2,2,1,1,7,1,2,3,2,2,3,1,5.0,1,-1,41
1,5,2,3,1,2,1,0,2,1,6,1,3,7,1,6,3,1,2,2,2,2,1,2,7,1,2,4,2,2,2,1,96.0,1,3,31
10,4,2,3,1,2,1,0,2,1,6,1,3,7,1,6,3,1,2,2,2,2,1,3,7,1,2,4,2,2,2,1,75.0,1,3,31
1,4,4,2,0,1,1,0,1,10,4,1,2,3,1,6,3,2,2,1,2,2,1,1,7,1,2,4,1,1,4,1,76.0,0,1,44
7,0,4,2,0,1,1,0,1,10,4,2,2,3,6,6,3,1,2,2,2,2,1,-1,7,1,2,3,2,2,3,1,8.0,1,5,39
4,2,4,2,0,1,1,0,1,10,4,2,2,3,6,6,3,1,2,2,2,2,1,-1,7,1,3,3,2,2,3,1,17.5,1,5,39
1,2,2,2,0,1,1,0,2,2,5,2,2,2,2,6,-1,2,2,2,2,2,1,1,7,1,1,-1,-1,-1,3,1,39.0,1,-1,57
4,0,2,2,0,1,1,0,2,2,5,2,2,2,2,6,-1,2,2,2,2,2,1,3,7,1,1,-1,-1,-1,3,1,4.0,1,-1,57
2,3,2,1,0,2,1,0,1,2,6,1,2,2,1,1,3,2,2,1,2,2,1,2,7,1,3,4,1,3,4,1,128.0,1,4,37
8,1,2,1,0,2,1,0,1,2,6,2,2,2,2,2,7,1,2,2,2,2,1,3,7,1,2,4,1,1,2,1,28.0,1,4,34
1,0,4,1,0,1,1,0,2,3,2,2,2,4,2,6,3,2,2,2,2,2,1,1,7,1,1,4,2,1,3,1,9.5,1,4,47
4,0,4,1,0,1,1,0,2,3,2,2,2,4,2,6,3,2,2,2,2,2,1,3,7,1,1,4,2,1,3,1,4.0,1,4,47
4,2,3,2,0,2,1,0,1,2,4,1,2,3,1,4,7,2,2,2,2,2,1,3,7,1,2,4,1,2,4,1,33.0,1,6,30
1,2,7,2,1,3,1,0,1,5,5,1,2,3,2,6,3,2,2,2,2,2,1,2,7,1,2,4,2,2,3,1,15.0,1,4,37
1,2,7,2,1,3,1,0,1,5,5,1,2,3,2,6,3,2,2,2,2,2,1,1,7,1,2,4,2,2,3,1,15.0,1,4,37
8,2,4,1,1,2,1,0,1,17,4,2,2,3,2,6,6,1,2,2,2,2,1,3,7,1,2,4,1,1,3,1,17.0,1,3,40
1,0,4,1,1,2,1,0,1,3,4,1,2,3,1,5,3,1,1,2,2,2,1,1,7,1,2,4,2,1,4,1,9.0,1,4,-1
3,0,1,0,0,0,2,0,2,5,3,2,2,1,9,8,4,1,1,2,2,2,3,1,7,1,1,1,2,2,-1,1,3.5,0,-1,76
10,3,2,2,2,3,1,0,1,4,6,1,2,2,9,8,3,1,2,2,2,2,1,3,7,1,1,4,1,2,3,1,184.0,0,7,65
8,6,4,2,0,4,1,1,1,1,6,1,2,3,1,1,7,2,2,2,2,2,1,-1,7,1,4,4,-1,-1,3,1,85.0,1,1,46
2,1,2,2,-1,2,1,0,1,25,2,1,2,2,1,5,3,2,2,2,2,2,1,1,8,4,1,4,2,1,4,2,81.0,1,3,49
6,4,4,2,0,1,1,2,1,1,5,2,2,3,2,2,7,2,2,2,2,2,1,3,8,4,3,3,3,3,2,2,53.5,1,3,29
8,0,5,2,0,1,1,1,1,7,4,2,2,3,4,7,3,2,2,2,2,2,-1,3,8,4,1,4,1,3,3,2,2.0,1,5,46
4,2,5,2,0,1,1,1,1,7,4,2,2,3,4,7,3,2,2,2,2,2,-1,3,8,4,1,4,1,3,3,2,32.0,1,5,46
6,0,5,2,0,1,1,1,1,7,4,2,2,3,4,7,3,2,2,2,2,2,-1,3,8,4,1,4,1,3,3,2,1.0,1,5,46
11,1,5,2,0,4,1,0,1,12,6,2,2,3,2,8,6,2,2,2,2,2,1,3,8,4,3,4,-1,-1,3,2,31.6,1,4,43
8,0,5,2,0,4,1,0,1,12,6,2,2,3,2,8,6,2,2,2,2,2,1,3,8,4,2,4,-1,-1,3,2,1.2,1,4,43
1,0,1,1,-1,1,1,0,2,12,3,2,2,1,1,3,3,2,2,2,2,2,1,1,8,4,2,3,2,2,3,2,39.0,1,3,36
11,0,1,1,-1,1,1,0,2,12,3,2,2,1,1,3,3,2,2,2,2,2,1,3,8,4,2,3,2,2,3,2,2.4,1,3,36
1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,4,1,2,7,1,2,2,2,2,1,1,8,4,1,-1,-1,-1,4,2,16.0,1,-1,46
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,4,1,2,7,1,2,2,2,2,1,1,8,4,1,-1,-1,-1,4,2,21.0,1,-1,46
1,1,4,2,0,2,1,1,1,5,3,2,2,3,2,6,4,1,1,1,2,2,1,2,8,4,2,4,-1,-1,2,2,25.5,1,8,42
2,0,4,2,0,2,1,1,1,5,3,2,2,3,2,6,4,1,1,1,2,2,1,1,8,4,1,4,-1,-1,2,2,6.0,1,8,42
1,2,4,2,0,2,1,0,1,6,2,1,2,3,1,6,6,2,2,2,2,2,1,1,8,4,2,4,2,2,3,2,37.0,1,5,41
1,2,4,2,0,2,1,0,1,6,2,1,2,3,1,6,6,2,2,2,2,2,1,1,8,4,2,4,2,2,3,2,35.0,1,5,41
1,0,2,1,0,1,1,0,1,5,3,1,1,2,1,5,6,2,2,2,2,2,1,1,8,4,2,3,2,2,1,2,10.5,1,5,66
1,3,4,2,0,2,1,0,1,12,6,1,2,3,1,2,8,2,2,2,2,2,1,-1,8,4,4,2,2,-1,3,2,51.0,1,2,46
1,0,4,2,0,2,1,0,1,10,6,2,2,3,2,2,6,2,2,2,2,2,1,1,8,4,2,2,3,2,2,2,12.0,2,4,52
1,0,4,2,0,2,1,0,1,10,6,2,2,3,2,2,6,2,2,2,2,2,1,1,8,4,2,2,3,2,2,2,12.0,2,4,52
9,2,2,2,0,0,2,0,1,5,2,2,2,2,7,6,3,2,2,2,2,2,1,3,8,4,2,4,-1,3,3,2,10.0,1,3,49
9,1,2,2,0,0,2,0,1,5,2,2,2,2,7,6,3,2,2,2,2,2,1,3,8,4,3,4,-1,3,3,2,18.0,1,3,49
9,2,2,2,0,0,2,0,1,5,2,1,2,2,9,8,3,2,2,2,2,2,1,3,8,4,2,4,2,2,3,2,10.0,1,4,66
9,0,2,2,0,0,2,0,1,5,2,1,2,2,9,8,3,2,2,2,2,2,1,3,8,4,3,4,2,2,3,2,32.0,1,4,66
4,7,3,2,0,2,1,1,1,35,4,2,2,4,2,3,3,2,2,2,2,2,1,3,8,4,5,3,2,2,2,2,189.0,1,4,35
10,2,2,1,0,2,1,0,1,2,4,1,2,2,9,4,3,1,2,2,2,2,1,3,8,4,2,1,2,2,3,2,10.0,1,4,67
1,2,2,1,0,2,1,0,1,1,5,1,2,2,1,6,3,2,2,2,2,2,1,2,8,4,2,-1,-1,-1,4,2,122.0,0,-1,61
7,6,2,2,1,1,1,0,2,3,3,2,2,2,9,8,3,1,2,2,2,2,2,3,8,4,6,1,2,1,4,2,508.9,0,5,67
7,3,3,2,-1,1,1,-1,2,5,6,2,2,3,2,3,6,2,2,2,2,2,1,3,8,4,2,3,1,1,3,2,160.0,1,4,39
1,2,3,2,-1,1,1,0,2,5,6,2,2,3,2,3,6,2,2,2,2,2,1,1,8,4,2,3,1,1,3,2,37.0,1,4,39
4,6,3,1,0,2,1,0,2,5,3,2,2,4,2,6,3,2,2,1,2,2,1,3,8,4,5,4,1,1,3,2,141.5,1,3,42
1,0,2,1,0,1,1,0,2,7,5,1,2,3,1,2,6,1,2,2,2,2,2,1,8,4,1,4,-1,-1,2,2,2.5,0,3,35
1,1,2,2,0,2,1,1,2,1,3,2,2,2,1,8,6,1,2,2,2,2,1,1,8,4,1,4,2,1,4,2,17.0,1,5,31
4,0,2,2,0,2,1,1,2,1,3,2,2,2,1,8,6,1,2,2,2,2,1,3,8,4,1,4,2,1,4,2,4.5,1,5,31
10,0,2,2,0,2,1,1,2,1,3,2,2,2,1,8,6,1,2,2,2,2,1,3,8,4,1,4,2,1,4,2,4.5,1,5,31
2,3,6,4,2,6,1,0,1,46,5,1,2,3,1,1,3,2,2,2,2,2,1,1,8,4,1,3,1,1,2,2,235.0,1,4,47
1,4,2,1,0,0,2,0,2,7,4,1,2,2,6,6,3,2,2,2,2,2,1,1,8,4,1,1,2,2,3,2,82.0,1,4,57
1,0,2,2,-1,1,1,-1,2,1,4,2,2,2,1,5,3,2,2,2,2,2,1,2,8,4,3,4,1,1,1,2,2.5,2,-1,41
11,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,3,8,4,4,4,1,1,4,2,59.0,1,4,-1
10,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,3,8,4,2,4,1,1,4,2,26.0,1,4,-1
2,2,2,1,1,1,1,0,1,2,3,1,2,2,1,7,3,2,2,2,2,2,2,1,8,4,2,4,1,1,4,2,42.0,1,1,40
1,2,2,1,1,1,1,0,1,2,3,1,2,2,1,7,3,2,2,2,2,2,2,2,8,4,2,4,1,1,4,2,42.0,1,1,40
1,3,4,2,-1,1,1,-1,1,3,4,1,2,3,1,6,3,2,2,2,2,2,1,2,8,4,3,4,2,2,3,2,72.0,1,4,39
9,1,5,1,0,5,1,2,2,6,-1,1,3,6,8,8,2,2,1,2,2,2,2,3,8,4,2,3,2,2,3,2,39.0,1,3,18
1,1,3,2,0,1,1,0,2,4,2,2,2,3,2,6,3,1,2,2,2,2,1,2,8,4,2,2,2,2,4,2,31.0,1,8,34
1,2,3,2,0,1,1,0,2,4,2,2,2,3,2,6,3,1,2,2,2,2,1,2,8,4,2,2,2,2,4,2,31.0,1,8,34
1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,1,2,6,2,2,2,2,2,1,-1,8,4,4,-1,-1,-1,4,2,101.0,1,-1,37
9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,1,2,6,2,2,2,2,2,1,3,8,4,2,-1,-1,-1,4,2,15.0,1,-1,37
9,0,1,1,0,1,1,0,2,2,4,1,2,1,1,5,7,2,2,2,2,2,1,3,8,4,1,3,-1,-1,3,2,18.0,1,4,31
1,4,2,2,0,2,1,1,2,1,6,2,3,2,2,6,6,1,2,2,2,1,1,2,8,4,3,2,3,1,4,2,78.5,1,-1,51
8,1,1,1,0,0,2,0,2,1,2,2,3,1,9,8,3,2,2,2,2,2,1,3,8,4,1,-1,2,2,1,2,22.0,1,4,68
8,1,1,1,0,0,2,0,2,1,2,2,3,1,9,8,3,2,2,2,2,2,1,3,8,4,1,-1,2,2,1,2,22.0,1,4,68
4,0,2,1,0,0,2,0,2,10,4,1,2,2,9,8,6,2,2,2,2,2,1,3,8,4,2,3,-1,-1,3,2,4.0,1,-1,74
4,0,2,1,0,0,2,0,2,10,4,1,2,2,9,8,6,2,2,2,2,2,1,3,8,4,2,3,-1,-1,3,2,28.0,1,-1,74
7,0,2,1,0,0,2,0,2,7,4,1,2,2,9,6,3,1,2,2,2,2,1,3,8,4,1,1,2,1,3,2,3.0,1,4,78
1,0,3,2,0,2,1,0,1,10,4,2,2,3,2,2,7,2,2,2,2,2,1,1,8,4,2,3,1,2,3,2,4.5,1,3,53
7,0,3,2,0,2,1,0,1,10,4,2,2,3,2,2,7,2,2,2,2,2,1,3,8,4,1,3,1,2,3,2,0.9,1,3,53
4,2,3,2,0,1,1,0,1,1,-1,2,1,3,1,8,3,2,2,2,2,2,1,-1,8,4,5,2,2,2,4,2,27.0,1,4,34
1,1,4,1,0,3,1,0,1,2,6,2,2,3,2,3,8,1,2,2,2,2,2,2,9,1,2,3,2,3,3,2,5.5,1,5,45
1,1,4,1,0,3,1,0,1,2,6,2,2,3,2,3,8,1,2,2,2,2,2,1,9,1,2,3,2,3,3,2,5.5,1,5,45
7,1,2,2,0,2,1,0,1,34,5,1,2,2,9,2,7,2,2,2,2,2,1,3,9,1,3,1,2,3,4,2,29.3,1,8,64
1,0,4,2,0,3,1,0,1,1,4,2,2,3,2,6,4,2,2,2,2,2,1,2,9,1,2,3,2,2,3,2,16.2,1,4,52
1,0,1,1,0,1,1,0,2,2,3,2,2,1,1,4,7,1,2,2,2,2,1,2,9,1,2,4,1,1,1,2,25.0,1,3,29
4,0,2,1,-1,2,1,-1,1,14,3,2,2,2,9,8,4,1,2,2,2,2,1,3,9,1,1,-1,-1,3,1,2,14.0,0,5,76
4,0,2,1,-1,1,1,-1,1,14,3,1,2,2,9,2,6,2,2,2,2,2,1,3,9,1,1,-1,2,-1,4,2,15.0,1,4,78
4,4,2,2,1,4,1,1,1,5,5,2,2,2,9,4,6,1,2,2,2,2,1,3,9,1,3,2,2,2,3,2,183.2,1,5,64
4,1,2,-1,-1,1,1,-1,2,10,2,2,2,2,9,6,3,1,2,2,2,2,2,3,4,2,2,1,2,3,1,2,165.5,0,3,77
4,1,2,2,0,5,1,0,1,13,3,2,3,2,8,3,6,1,2,2,2,2,1,3,4,2,1,3,3,1,4,2,9.5,1,4,58
1,0,5,2,1,2,1,0,1,10,4,1,2,3,1,3,6,1,2,2,2,2,1,2,4,2,2,3,2,2,3,2,7.1,1,4,45
1,1,5,2,1,2,1,0,1,10,4,1,2,3,1,3,6,1,2,2,2,2,1,1,4,2,2,3,2,2,3,2,13.5,1,4,45
9,0,5,2,1,2,1,0,1,10,4,1,2,3,1,3,6,1,2,2,2,2,1,3,4,2,2,3,2,2,3,2,14.0,1,4,45
1,2,5,2,1,2,1,0,1,10,4,2,2,3,2,6,3,2,2,2,2,2,1,1,4,2,2,3,1,2,3,2,14.0,1,4,42
8,0,5,2,1,2,1,0,1,10,4,2,2,3,2,6,3,2,2,2,2,2,1,3,4,2,4,3,1,2,3,2,9.5,1,4,42
4,4,2,2,0,1,2,0,1,4,6,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,3,4,2,3,3,-1,-1,4,2,70.0,1,2,-1
4,0,1,1,0,1,1,-1,1,4,6,1,2,1,1,1,6,2,2,2,2,2,1,-1,4,2,3,4,2,1,2,2,16.9,1,3,36
9,0,1,1,0,1,1,-1,1,4,6,1,2,1,1,1,6,2,2,2,2,2,1,3,4,2,1,4,2,1,2,2,4.0,1,3,36
-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,3,4,2,3,-2,-2,-2,-2,2,66.5,1,-2,-1
6,1,2,2,1,1,1,0,2,3,4,2,2,2,1,6,5,2,2,2,2,2,1,3,4,2,3,4,1,1,3,2,21.5,1,3,25
7,0,4,2,1,3,1,0,1,40,3,1,2,3,1,5,3,2,2,2,2,2,1,3,4,2,1,3,2,2,3,2,0.1,1,8,52
11,4,4,2,1,3,1,0,1,40,3,1,2,3,1,5,3,2,2,2,2,2,1,-1,4,2,5,3,2,2,3,2,39.3,1,8,52
1,1,4,2,0,4,1,1,1,21,6,1,2,3,1,2,7,1,2,2,2,2,1,1,4,2,2,3,1,2,3,2,14.0,1,3,48
1,4,4,2,1,2,1,0,1,5,5,1,2,3,1,3,5,1,2,2,2,2,1,1,4,2,2,4,1,1,3,2,110.0,1,3,38
11,0,2,1,-1,2,2,-1,1,15,2,1,2,2,9,6,4,2,2,2,2,2,2,3,4,2,1,-1,-1,-1,3,2,6.0,1,4,-1
4,1,2,1,-1,2,2,-1,1,15,2,2,2,2,9,6,4,2,2,2,2,2,2,3,4,2,1,-1,-1,-1,-1,2,8.5,1,4,75
1,1,2,2,1,1,1,1,2,1,5,1,2,2,1,3,3,2,2,2,2,2,1,1,4,2,1,4,1,1,4,2,7.5,1,3,33
1,0,2,2,1,1,1,1,2,-1,5,2,2,2,1,6,3,2,2,2,2,2,1,1,4,2,2,4,1,2,3,2,14.0,1,4,37
1,3,1,1,0,1,1,0,2,10,3,2,2,1,1,1,3,2,2,2,2,2,1,2,4,2,2,3,1,1,3,2,24.0,1,3,48
1,2,1,1,0,1,1,0,2,10,3,2,2,1,1,1,3,2,2,2,2,2,1,1,4,2,2,3,1,1,3,2,24.0,1,3,48
1,2,4,2,0,2,1,0,1,15,5,2,2,3,2,6,6,1,2,2,2,2,2,2,4,2,3,4,-1,-1,3,2,18.5,1,4,52
1,0,2,1,0,1,1,0,1,2,5,1,2,2,1,6,3,1,2,2,2,2,1,1,4,2,1,3,1,2,4,2,10.0,1,3,31
1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,1,4,2,2,-2,-2,-2,-2,2,14.5,1,-2,-1
1,1,5,1,0,2,1,1,2,7,5,1,2,3,1,6,3,2,2,1,2,2,2,1,4,2,2,4,1,2,3,2,18.0,0,4,37
1,2,4,1,1,3,1,1,2,7,4,1,2,3,1,6,5,1,2,2,2,2,1,1,4,2,2,4,-1,-1,3,2,64.0,1,8,55
1,0,2,1,0,1,1,0,1,24,5,2,3,2,2,4,3,1,2,2,2,2,1,2,4,2,2,4,1,1,4,2,14.7,0,4,60
6,0,2,1,0,1,1,0,1,24,5,1,2,2,1,2,7,1,2,2,2,2,1,3,4,2,2,4,2,2,4,2,1.4,2,3,58
6,0,2,1,0,1,1,0,1,24,5,1,2,2,1,2,7,1,2,2,2,2,1,3,4,2,2,4,2,2,4,2,4.0,2,3,58
1,0,1,1,0,1,1,0,2,0,3,2,2,1,2,6,6,2,2,2,2,2,1,1,4,2,2,4,2,1,3,2,17.5,1,4,36
1,0,2,1,0,2,1,1,2,11,2,2,2,4,2,6,3,2,2,2,2,2,1,1,4,2,1,4,1,2,3,2,4.0,1,3,37
1,1,2,1,0,2,1,1,2,11,2,2,2,4,2,6,3,2,2,2,2,2,1,1,4,2,1,4,1,2,3,2,13.0,1,3,37
1,0,2,1,0,2,1,1,2,11,2,2,2,4,2,6,3,2,2,2,2,2,1,1,4,2,2,4,1,2,3,2,10.0,0,3,37
8,1,4,3,0,2,1,0,1,20,4,2,2,3,2,7,3,2,2,2,2,2,1,3,4,2,5,3,1,2,2,2,115.4,1,4,42
4,0,4,3,0,2,1,0,1,20,4,2,2,3,2,6,3,2,2,2,2,2,1,3,4,2,2,3,2,2,2,2,2.4,2,4,42
8,0,4,3,0,2,1,0,1,20,4,2,2,3,2,6,3,2,2,2,2,2,1,3,4,2,1,3,2,2,2,2,2.5,1,4,42
1,0,2,3,1,2,1,0,1,25,4,2,2,3,2,6,4,2,2,2,2,2,1,1,4,2,1,4,1,2,4,2,1.2,1,3,50
1,1,2,3,1,2,1,0,1,50,4,1,2,3,1,7,3,2,2,2,2,2,1,1,4,2,1,4,1,2,4,2,7.0,1,3,52
4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,3,4,2,1,-2,-2,-2,-2,2,11.0,1,-2,-1
10,0,1,1,0,0,2,0,2,3,3,2,2,1,1,6,6,1,2,2,2,2,1,3,4,2,2,2,-1,-1,1,2,2.0,1,3,54
1,3,1,1,0,0,2,0,2,3,3,2,2,1,1,6,6,1,2,2,2,2,1,2,4,2,2,2,-1,-1,1,2,17.5,1,3,54
1,1,4,2,2,1,1,0,-1,30,2,2,2,3,2,6,3,2,2,2,2,2,1,1,4,2,1,4,-1,-1,2,2,5.0,1,4,36
8,0,4,1,0,2,1,0,2,1,6,1,2,3,2,4,7,1,2,2,2,2,1,3,4,2,1,4,2,2,3,2,3.0,1,3,28
8,1,4,1,0,2,1,0,2,1,6,1,2,3,2,4,7,1,2,2,2,2,1,3,4,2,3,4,2,2,3,2,19.0,1,3,28
8,1,4,1,0,2,1,0,2,1,6,1,2,3,2,4,7,1,2,2,2,2,1,3,4,2,2,4,2,2,3,2,16.0,1,3,28
1,0,2,2,3,1,1,0,1,3,4,2,2,3,2,6,3,2,2,2,2,2,1,-1,4,2,4,3,2,3,3,2,28.0,1,4,32
1,2,1,1,0,1,1,0,1,1,3,2,2,1,1,6,4,2,2,2,2,1,1,-1,4,2,6,3,-1,2,1,2,33.0,1,3,47
1,0,2,2,0,1,1,0,2,1,-1,2,2,2,1,6,3,2,2,2,2,2,1,1,4,2,1,3,2,1,2,2,6.0,1,4,20
7,0,4,2,0,2,1,0,1,20,4,1,2,3,1,7,3,2,2,2,2,2,1,3,4,2,2,4,1,1,4,2,10.0,1,4,51
8,0,4,2,0,2,1,0,1,20,4,1,2,3,1,7,3,2,2,2,2,2,1,3,4,2,2,4,1,1,4,2,5.0,1,4,51
7,0,4,2,0,2,1,0,1,20,4,1,2,3,1,7,3,2,2,2,2,2,1,3,4,2,3,4,1,1,4,2,12.8,1,4,51
1,4,4,2,1,2,2,1,1,4,6,2,2,3,2,4,6,2,2,2,2,2,1,2,6,1,3,3,1,3,3,2,46.0,1,3,37
9,5,4,2,1,2,1,1,1,4,6,2,2,3,2,4,6,2,2,2,2,2,1,3,6,1,2,3,1,3,3,2,77.0,1,3,37
4,1,4,1,0,2,1,1,1,14,5,2,-1,3,2,5,3,1,1,2,2,2,2,3,6,1,3,3,2,3,3,2,30.9,1,3,46
1,0,2,1,1,2,1,2,2,6,3,2,2,2,1,4,7,1,2,2,2,1,2,2,6,1,4,4,2,1,4,2,14.0,0,4,27
9,1,1,1,0,1,1,0,1,71,4,2,2,1,1,4,6,2,2,2,2,2,-1,-1,6,1,3,4,-1,-1,-1,2,31.0,1,-1,60
1,0,3,2,1,2,1,1,1,27,4,2,2,6,2,6,3,2,2,2,2,2,2,1,6,1,1,3,1,3,3,2,15.0,1,3,28
1,0,2,1,0,1,1,0,2,6,2,2,2,2,3,6,3,2,1,2,2,2,2,1,6,1,2,4,1,2,1,2,30.0,0,3,28
